Wavelength (nm),30 s reaction,60 s reaction,90 s reaction,120 s reaction,150 s reaction,180 s reaction,210 s reaction,240 s reaction,270 s reaction,300 s reaction,330 s reaction,360 s reaction,390 s reaction,420 s reaction,450 s reaction,480 s reaction,570 s reaction,600 s reaction
688.9991455,-0.005103498,-0.001442763,0.008083441,-0.001569113,-0.002251308,-0.003874517,0.022245256,0.014127934,0.001548564,0.001645215,-0.000447493,-0.00050226,0.000224567,0.007938972,-0.005301878,0.00126949,0.014527134,0.00880992
687.9851685,-0.004926116,-0.001250613,0.008264499,-0.001490851,-0.002023084,-0.004111104,0.022095999,0.014201882,0.001636952,0.001398798,-0.000352062,-0.000409168,0.000316649,0.007914244,-0.00519431,0.001189509,0.014245267,0.008724128
687.0071411,-0.004864277,-0.001221032,0.008066696,-0.001485228,-0.002121807,-0.003896222,0.022158321,0.014245133,0.001650308,0.001694847,-0.000388271,-0.000315901,0.00032354,0.007846077,-0.005359514,0.001435001,0.014459553,0.008457588
685.9924927,-0.00475112,-0.001041179,0.00839311,-0.001406641,-0.001775508,-0.003725995,0.022675555,0.01459601,0.001811026,0.001985793,-0.000290809,-0.000206728,0.000290123,0.008092962,-0.004978683,0.001733804,0.014643905,0.008793674
685.0137939,-0.004823216,-0.001379393,0.008048342,-0.00165716,-0.002053383,-0.00405238,0.022218501,0.014244813,0.001676942,0.001643344,-0.000537371,-0.000347458,0.000127559,0.007993838,-0.005247663,0.001405862,0.014566509,0.008634022
683.9984741,-0.005032779,-0.001410873,0.008077191,-0.001698985,-0.002300234,-0.004097924,0.022460312,0.01435827,0.001430534,0.001720471,-0.000522427,-0.00043477,0.000165132,0.007831211,-0.005420056,0.001224163,0.014389495,0.008434414
682.9830322,-0.004833712,-0.001287521,0.008153044,-0.00167387,-0.001898979,-0.003960251,0.022796584,0.014628136,0.001688792,0.001746435,-0.00024119,-0.000238862,0.000291315,0.00811741,-0.005183669,0.0015103,0.014561476,0.008553201
682.003418,-0.004981089,-0.001359162,0.008088453,-0.00171425,-0.002215305,-0.004057099,0.022957545,0.014745576,0.001614632,0.001808686,-0.000249107,-0.000319367,0.000105343,0.007874466,-0.005239069,0.001227667,0.014536315,0.008207673
680.9871216,-0.004934357,-0.001291754,0.008277005,-0.001713579,-0.001877432,-0.003984978,0.02262543,0.01470174,0.001573452,0.001935139,7.28E-05,-0.000195706,0.00024337,0.008139856,-0.004973155,0.001615204,0.014617506,0.008744333
680.006958,-0.005001049,-0.001046602,0.008175438,-0.001697645,-0.001968406,-0.004067203,0.02247514,0.014566562,0.001473441,0.001976458,-6.07E-05,-0.000129359,0.000394759,0.007980628,-0.004927908,0.001585039,0.01479306,0.009205105
678.9901123,-0.004754859,-0.001074284,0.008312519,-0.001501428,-0.001854492,-0.003912281,0.022752773,0.014665244,0.001664807,0.001911634,0.000298024,-0.000133758,0.00043277,0.008327243,-0.004766687,0.001719276,0.014860424,0.009245349
678.0092163,-0.004518417,-0.000591919,0.0086322,-0.001168627,-0.001696407,-0.00365079,0.022970507,0.015306363,0.001953367,0.00224904,0.000202993,0.0002392,0.000903687,0.008318298,-0.004611606,0.001991514,0.015111839,0.009471389
676.9917603,-0.004638191,-0.000883366,0.008467328,-0.001386566,-0.001853719,-0.004055508,0.023104368,0.015082277,0.001670316,0.002207253,0.000313644,-5.90E-06,0.000656628,0.008288746,-0.004615191,0.002046154,0.015140734,0.009214465
676.010376,-0.00467005,-0.001128094,0.008415121,-0.001693932,-0.002023702,-0.004068587,0.022801494,0.014852709,0.001558956,0.001996689,-5.45E-05,-0.000236378,0.000264091,0.008173196,-0.004954064,0.001716729,0.014674562,0.008781048
674.9922485,-0.004726283,-0.00091266,0.008549374,-0.001500293,-0.001740703,-0.003943321,0.02290736,0.014991754,0.001834915,0.002087847,8.35E-05,-0.000143333,0.00062767,0.008428634,-0.004667181,0.001998172,0.015098653,0.009127694
674.0101929,-0.004510373,-0.001034,0.008542192,-0.001467943,-0.001882174,-0.003963073,0.022912543,0.014939212,0.001641811,0.002158758,0.000285435,-9.75E-05,0.000612894,0.008425071,-0.004710612,0.00206397,0.014724957,0.008968844
672.9915161,-0.004828541,-0.001034155,0.008238565,-0.001364168,-0.001756946,-0.004305838,0.022872267,0.015053548,0.001576596,0.002072033,7.41E-05,-0.000339077,0.000518883,0.008190315,-0.004774061,0.001947334,0.01498318,0.008879189
672.0087891,-0.004684442,-0.001118231,0.008591035,-0.001441318,-0.001720696,-0.004028375,0.023228357,0.01519448,0.0018378,0.002294994,0.000180773,-9.14E-05,0.000623238,0.008241784,-0.004702982,0.002029353,0.015000409,0.008866983
670.989502,-0.004586761,-0.001102481,0.008477041,-0.001288657,-0.001623687,-0.004039608,0.023172706,0.015217106,0.001913975,0.002332495,0.000415487,-0.000137795,0.000782564,0.008503702,-0.004583124,0.00207838,0.015180004,0.009015938
670.0062866,-0.004518622,-0.000966748,0.00841103,-0.001314053,-0.001675624,-0.004161616,0.022919392,0.015272202,0.00187846,0.002352067,0.00034157,-0.000190893,0.000780931,0.008260093,-0.004602641,0.002071097,0.015167834,0.009096633
668.9862671,-0.004236271,-0.000681457,0.00873464,-0.001020209,-0.00122924,-0.003640625,0.023259299,0.015539417,0.002013931,0.002669186,0.000702595,0.000136518,0.001111982,0.008645826,-0.004257701,0.002410031,0.015496037,0.009317015
668.0024414,-0.004432998,-0.000918498,0.008670121,-0.001160314,-0.001395185,-0.003868975,0.023174154,0.015684344,0.001989798,0.002668352,0.000642758,-6.98E-05,0.001239011,0.008620318,-0.004221403,0.002451499,0.015464759,0.009493772
666.9818115,-0.004079358,-0.000617666,0.00884775,-0.000968246,-0.001271365,-0.00369268,0.023348393,0.015789239,0.002270611,0.00291304,0.000956971,9.83E-05,0.001296542,0.008661855,-0.004083256,0.002445434,0.015734909,0.00955807
665.9974365,-0.004282565,-0.000575374,0.008756245,-0.00120926,-0.001364633,-0.003672146,0.023395024,0.015815737,0.002362035,0.002538404,0.000984964,1.79E-05,0.001371817,0.008840854,-0.004047918,0.002433615,0.015675139,0.009650168
665.0126953,-0.004558687,-0.000736194,0.008483219,-0.001244469,-0.001474135,-0.004103463,0.02328071,0.015777966,0.001969645,0.002504999,0.000800977,-0.000249624,0.001157972,0.008513682,-0.004536401,0.002230956,0.015537807,0.009195534
663.9911499,-0.004633939,-0.00111947,0.008617043,-0.00133924,-0.001638851,-0.003962201,0.023248974,0.015825562,0.002055985,0.002314616,0.000914115,-0.00038165,0.001108115,0.008613057,-0.00442526,0.002296087,0.015583633,0.008952222
663.0058594,-0.004725823,-0.000984104,0.008597742,-0.001360453,-0.001537026,-0.004183562,0.02357766,0.015554012,0.001879681,0.002433954,0.000685561,-0.000217543,0.000978296,0.008437661,-0.004429411,0.002292236,0.015577381,0.008864394
661.9837036,-0.00469914,-0.001109091,0.00857889,-0.001348479,-0.001402358,-0.004107668,0.023423299,0.015554736,0.002000174,0.002529552,0.000687558,-0.000254592,0.001043162,0.00855967,-0.004343206,0.002131886,0.015713008,0.00887158
660.9978027,-0.004675018,-0.000986893,0.008541955,-0.001252729,-0.00143946,-0.004100283,0.023771556,0.015883662,0.002172859,0.002706901,0.000907137,-0.000173505,0.001030525,0.008478573,-0.004414805,0.00231636,0.01557714,0.008362049
660.0116577,-0.00445324,-0.000805135,0.00872595,-0.001013908,-0.00124194,-0.003990365,0.0234695,0.015619455,0.002069484,0.00262228,0.001172871,-8.81E-05,0.00121082,0.008647146,-0.004057509,0.002366486,0.015855819,0.0092165
658.9885254,-0.004674044,-0.000620457,0.008782607,-0.00123812,-0.001609606,-0.004037198,0.02296423,0.015341089,0.001857662,0.00265348,0.000894686,9.27E-06,0.001288883,0.008512968,-0.004016167,0.002353862,0.015936829,0.009936906
658.00177,-0.004665184,-0.000639172,0.008786594,-0.001521859,-0.001636633,-0.004099155,0.023148024,0.015521307,0.001929913,0.002560277,0.000869058,-0.00012791,0.001123843,0.00850732,-0.004187613,0.002386865,0.015849616,0.009771565
657.0147095,-0.004639164,-0.000853656,0.008584647,-0.0014005,-0.001570248,-0.004090231,0.02331526,0.015585351,0.001856388,0.002534108,0.000793793,-0.000115798,0.001316145,0.008648968,-0.004344179,0.002489248,0.015806286,0.009537748
655.9907227,-0.004425157,-0.000519117,0.008830578,-0.000979868,-0.001349563,-0.003807806,0.023736067,0.015801534,0.002324688,0.002922057,0.001167082,0.000157804,0.001448299,0.009054949,-0.004186742,0.002736857,0.016079687,0.009481205
655.0030518,-0.004645771,-0.000694741,0.008611077,-0.001244521,-0.00152872,-0.003904123,0.023524396,0.015733112,0.002026466,0.00261103,0.000979334,-0.000132309,0.001371817,0.008697322,-0.004226325,0.002589676,0.015960298,0.009528037
654.0150757,-0.004752503,-0.001002338,0.008656573,-0.001262382,-0.001593616,-0.004184537,0.023560688,0.015812352,0.002148014,0.002526427,0.00089715,0.000166505,0.001362546,0.008781206,-0.004177153,0.002672832,0.016102735,0.008977036
652.9902344,-0.004680959,-0.000962305,0.008458539,-0.001330827,-0.001453753,-0.004088026,0.023545876,0.015706755,0.002265199,0.002801152,0.000839205,-0.000125477,0.001216816,0.008754925,-0.004250831,0.002456081,0.015958767,0.009352668
652.001709,-0.004709383,-0.000784671,0.008720773,-0.001143172,-0.001572569,-0.003960149,0.023684479,0.015749995,0.002255935,0.002642568,0.000921248,0.000230369,0.001460168,0.008909891,-0.004179563,0.002773146,0.016211171,0.009488719
651.0128174,-0.004484549,-0.000635139,0.008763007,-0.001000014,-0.001419284,-0.003834748,0.023718132,0.015826903,0.002341682,0.002975251,0.001118756,0.00020377,0.001493675,0.00914033,-0.003995956,0.002952654,0.016434897,0.009965723
649.9871216,-0.004657296,-0.000795213,0.008539896,-0.001201981,-0.001540173,-0.003965587,0.023689782,0.015913842,0.002166251,0.002886851,0.001098176,5.17E-05,0.001425729,0.008975398,-0.004076588,0.002874525,0.016078342,0.009628464
648.9977417,-0.004503353,-0.000723634,0.008914436,-0.001223768,-0.001704091,-0.003970409,0.023759197,0.015911721,0.002265849,0.002833095,0.001145254,0.000144442,0.001588339,0.008916312,-0.004072793,0.002831063,0.016154638,0.009403692
648.0079956,-0.004397227,-0.00057553,0.008833141,-0.000940764,-0.001492915,-0.003812682,0.023833873,0.016017558,0.002217296,0.003047688,0.001358002,0.000284761,0.001712623,0.009315455,-0.003904072,0.002997953,0.01653387,0.009820811
647.0180054,-0.004437251,-0.000501949,0.008888648,-0.000845337,-0.001306104,-0.003708286,0.023979407,0.016126482,0.002294213,0.00303614,0.001503156,0.000401781,0.001604265,0.009085028,-0.003950555,0.002973139,0.016522307,0.009838499
645.9910278,-0.004316654,-0.000671118,0.008785406,-0.000913848,-0.001381406,-0.003948041,0.024060141,0.016450275,0.00235912,0.003005329,0.001412588,0.000458138,0.001820799,0.009182631,-0.003784712,0.002985363,0.016662236,0.009917838
645.0004883,-0.004437559,-0.000602673,0.008884315,-0.000909973,-0.001498745,-0.003847475,0.024228714,0.01633721,0.002540201,0.002942177,0.001274474,0.000378436,0.001689182,0.009232736,-0.003816736,0.003029649,0.016563397,0.009645218
644.0097046,-0.004407169,-0.000494865,0.008892849,-0.000962719,-0.001437087,-0.003930136,0.024175208,0.016311919,0.002314798,0.002877991,0.001314094,0.000263884,0.001680217,0.009629232,-0.003821047,0.003134687,0.016503593,0.009605254
642.9818115,-0.004483729,-0.000724358,0.008727323,-0.001073922,-0.001702234,-0.004059612,0.024242757,0.016147062,0.002327837,0.002990863,0.001283561,0.000273597,0.001604265,0.009323442,-0.003974359,0.002971106,0.016535617,0.00953272
641.9903564,-0.004385183,-0.000339595,0.008926036,-0.000865437,-0.001480739,-0.003701356,0.024329863,0.01635729,0.00259629,0.003254563,0.001177127,0.000671691,0.001839802,0.009298873,-0.003828591,0.00312079,0.016755801,0.009875359
640.9987183,-0.004546084,-0.000763896,0.008766917,-0.001017627,-0.001705225,-0.004036223,0.024055107,0.016165761,0.002293615,0.003121885,0.001167498,0.000375302,0.001531575,0.009395862,-0.003809089,0.003093519,0.016698983,0.009685582
640.0066528,-0.004540909,-0.000856085,0.008764328,-0.000821775,-0.001641275,-0.003889346,0.024496734,0.016450383,0.002458476,0.003116149,0.001457233,0.000521423,0.0016488,0.009550237,-0.003834389,0.003178571,0.016814644,0.009734369
639.0144653,-0.004324907,-0.000597348,0.008893114,-0.000936992,-0.001361898,-0.003964663,0.024575837,0.016496897,0.002358677,0.003129029,0.001307343,0.000645817,0.001895567,0.009672163,-0.003750837,0.003145325,0.016697638,0.00977093
637.9851685,-0.00440061,-0.000602053,0.008843708,-0.000868072,-0.001420626,-0.003934651,0.02463723,0.016481411,0.002612696,0.003095552,0.001188263,0.000656109,0.001886337,0.009407951,-0.003890578,0.002959196,0.016939433,0.009791343
636.9922485,-0.004605715,-0.000769167,0.008975186,-0.000749425,-0.001424651,-0.003808371,0.024696711,0.016437721,0.002669055,0.003136277,0.001363663,0.000642291,0.001976562,0.009498164,-0.003770033,0.003187254,0.017108064,0.00994991
635.9992065,-0.004407784,-0.000657472,0.009099673,-0.000787462,-0.001391985,-0.003745499,0.024930531,0.016595185,0.002581681,0.003437218,0.001390099,0.000906722,0.002112896,0.009691935,-0.00362358,0.003321256,0.017162567,0.009797749
635.0057983,-0.004229452,-0.00053887,0.009012898,-0.000637879,-0.001244211,-0.003638109,0.024962662,0.016665734,0.002638427,0.003431269,0.001502403,0.001031174,0.002337778,0.009658241,-0.003452321,0.003415876,0.017044228,0.009972875
634.012085,-0.004302813,-0.000375081,0.008832295,-0.000803482,-0.00145107,-0.003806421,0.02470181,0.016346484,0.002587514,0.003266925,0.001248669,0.000753495,0.002294786,0.009625263,-0.003516878,0.003329917,0.017259551,0.010080373
633.0181274,-0.004344538,-0.000562862,0.009047971,-0.00075666,-0.001451793,-0.003709209,0.024699178,0.016345946,0.002737795,0.003339699,0.001423158,0.000858735,0.002408209,0.00973609,-0.003557395,0.003428686,0.017283902,0.010247714
631.9871216,-0.004189716,-0.000221734,0.009182499,-0.000641136,-0.001285508,-0.003592209,0.025090639,0.016651506,0.002850891,0.003427851,0.001471986,0.000988882,0.002452671,0.009829761,-0.003273956,0.003434453,0.017472878,0.010043257
630.9925537,-0.004196023,-0.000613323,0.009137211,-0.000467197,-0.001208486,-0.0037185,0.025299644,0.01688461,0.002772338,0.003698474,0.0015661,0.001120079,0.002506666,0.009914924,-0.003256742,0.003545147,0.017295079,0.009947157
629.9977417,-0.00420638,-0.000585508,0.009181732,-0.000470249,-0.001263931,-0.003716088,0.025099991,0.016843839,0.002713569,0.003640416,0.001574985,0.001119508,0.002561136,0.009944958,-0.003289011,0.003557779,0.017394949,0.009801774
629.0027466,-0.004390103,-0.00067148,0.009031029,-0.000612082,-0.00131684,-0.003808576,0.025452148,0.016985381,0.002858526,0.003584635,0.001441702,0.001039581,0.002496434,0.009818587,-0.003342444,0.003511847,0.017416235,0.009701809
628.0073853,-0.004223453,-0.000521341,0.009018607,-0.00053008,-0.00124003,-0.003630254,0.025454206,0.01682285,0.002792503,0.003750614,0.001668055,0.001247189,0.002600509,0.00990833,-0.003167785,0.003630966,0.017509151,0.009857829
627.0117798,-0.004361812,-0.000314711,0.009236887,-0.000420081,-0.001171261,-0.00361439,0.024964718,0.016693978,0.002738394,0.003720953,0.001727047,0.001092233,0.002774657,0.009936642,-0.003028532,0.003758656,0.017668812,0.010465154
626.0158691,-0.004246473,-0.000439063,0.00910377,-0.000496002,-0.001444053,-0.003651252,0.024892397,0.016724296,0.002699816,0.003728786,0.001991696,0.001177361,0.002762908,0.009931451,-0.002933975,0.003757612,0.017781252,0.010904929
624.9827881,-0.004490441,-0.000418168,0.008965144,-0.000615081,-0.001329795,-0.00387149,0.024940455,0.016767988,0.002779633,0.003909133,0.001866007,0.001176115,0.002762074,0.009890639,-0.003131601,0.003774036,0.017713327,0.010553519
623.9862671,-0.004174384,-0.000229703,0.009448849,-0.000258369,-0.001121639,-0.003524992,0.025343603,0.017322449,0.003033299,0.003994267,0.00202553,0.001213546,0.002857666,0.010183367,-0.002685066,0.00396762,0.01804246,0.010828515
622.989624,-0.004215352,-0.000272752,0.009183054,-0.000496416,-0.00117947,-0.003794771,0.025514899,0.017062373,0.002929328,0.003924101,0.001981425,0.001424041,0.002881509,0.010093117,-0.00291937,0.003984732,0.017983882,0.010696474
621.9926147,-0.004200381,-0.000356821,0.00927211,-0.000411082,-0.001109607,-0.003724044,0.025570191,0.017093498,0.002944366,0.004051119,0.002106862,0.001282055,0.002906265,0.010052291,-0.002815634,0.004035155,0.017963298,0.010782949
620.9953003,-0.004253087,-0.000643152,0.009206559,-0.000445321,-0.001287418,-0.003826589,0.025285678,0.016837247,0.00294606,0.003921802,0.001946476,0.001260974,0.002764028,0.010079261,-0.002849581,0.003897354,0.017982775,0.010382163
619.9977417,-0.004095206,-0.000200259,0.00948012,-0.00022458,-0.001130624,-0.003620756,0.02575597,0.017376682,0.00324846,0.004323778,0.002451864,0.001596471,0.003073418,0.010442456,-0.002589559,0.004356016,0.018411785,0.010806355
619,-0.0040274,-0.000128582,0.00945287,-0.000196275,-0.001128817,-0.003801648,0.025739765,0.017325062,0.003086323,0.004124677,0.002381373,0.001469753,0.003111143,0.010394439,-0.002543753,0.004229561,0.018342977,0.010718203
618.0018311,-0.003900019,-0.000192963,0.009474485,-0.000415788,-0.000987048,-0.003532028,0.025726965,0.017375711,0.003485778,0.004377614,0.002387777,0.001602551,0.003144829,0.010436331,-0.002456658,0.004437576,0.018462023,0.010837617
617.003479,-0.003996366,-0.000132102,0.009439272,-0.000142764,-0.001049752,-0.003733386,0.025827475,0.017404379,0.003409954,0.004412706,0.002415264,0.001719302,0.003065858,0.010327048,-0.002483221,0.004336406,0.018677048,0.010958551
616.0048218,-0.004172897,-0.000295207,0.00937806,-0.000339543,-0.00102212,-0.003605353,0.026092744,0.017449541,0.003330986,0.004309869,0.002419533,0.001616399,0.002987605,0.010398416,-0.002193001,0.004600271,0.018443899,0.010929509
615.0059204,-0.004145874,-0.000183079,0.009334312,-0.000252832,-0.000968556,-0.003679641,0.026114294,0.017604273,0.003467955,0.00459496,0.002435802,0.001664469,0.003073236,0.010595348,-0.002260012,0.004535552,0.018729586,0.010896222
614.0067749,-0.003989185,-8.78E-05,0.009492899,-0.000128375,-0.000896386,-0.00363965,0.026305174,0.017588234,0.003585549,0.004614372,0.002533067,0.001838372,0.003149627,0.010477804,-0.002187592,0.004600637,0.018825514,0.010838148
613.0073242,-0.004034582,-0.000447648,0.009421971,-9.34E-05,-0.000916379,-0.003646426,0.026364336,0.017625298,0.003614182,0.004528803,0.002474799,0.001853944,0.00311216,0.010636013,-0.002183729,0.004587896,0.018709829,0.010728763
612.0076294,-0.003901763,-0.000204451,0.009550237,-2.74E-05,-0.000715933,-0.003533363,0.026560389,0.01772972,0.003739334,0.004712937,0.002796359,0.001960674,0.003278949,0.010689841,-0.002149266,0.004801788,0.018754695,0.010749964
611.0076294,-0.003865999,-0.000209626,0.009560505,-6.06E-06,-0.000791544,-0.003493563,0.026770433,0.018043162,0.003854416,0.004752767,0.002598347,0.001981971,0.003297989,0.010715364,-0.001940317,0.004717228,0.019107774,0.01052949
610.0073242,-0.003802469,-7.45E-05,0.009589031,-0.000158963,-0.001029919,-0.003623323,0.025749981,0.017523652,0.003525626,0.004606209,0.002720055,0.002021629,0.003429339,0.010602616,-0.001964901,0.004789539,0.018871067,0.0111632
609.0068359,-0.003902225,0.000238682,0.00946885,-6.33E-05,-0.000947118,-0.00362702,0.025896847,0.017638616,0.003544025,0.004788335,0.002938632,0.002141537,0.00363,0.010764718,-0.001740961,0.004965745,0.019276572,0.012166706
608.0060425,-0.003961277,7.30E-05,0.009553281,-7.29E-05,-0.00079728,-0.003537009,0.026265243,0.017800724,0.003692261,0.00471804,0.00273743,0.002029561,0.003502374,0.010764771,-0.001878824,0.004953387,0.019424541,0.011469492
607.0050049,-0.003884215,-0.000307261,0.009541214,1.55E-05,-0.000653129,-0.003561452,0.026733432,0.017923828,0.004050048,0.004867803,0.002762543,0.00228305,0.003646889,0.011012631,-0.001884442,0.005067088,0.019586341,0.010717222
606.0036621,-0.003763874,-0.000164655,0.009613167,0.000215943,-0.000728493,-0.00342705,0.026973721,0.018210469,0.004154261,0.005082749,0.00276718,0.002344102,0.003789364,0.011076677,-0.001675056,0.005110224,0.019525658,0.010659251
605.0020752,-0.003737338,0.000223168,0.009610548,6.13E-05,-0.00074834,-0.003428694,0.026131973,0.017809004,0.003980943,0.004987923,0.003038017,0.002430153,0.003968482,0.010969515,-0.001529391,0.005421763,0.019761071,0.011876416
604.0001831,-0.003744268,0.000271344,0.009697362,0.000151589,-0.000651734,-0.003343009,0.026242886,0.017882664,0.003866429,0.005125154,0.003261918,0.002583218,0.004089608,0.011130373,-0.001273894,0.005540804,0.020030167,0.012336344
602.9981079,-0.00376218,0.000460808,0.009786762,8.04E-05,-0.000848179,-0.003355904,0.026145443,0.018054307,0.004033509,0.005023275,0.003288104,0.00269294,0.003967281,0.011100763,-0.001272861,0.005576489,0.020205183,0.012598427
601.9957275,-0.003628509,0.000129397,0.009788245,5.68E-05,-0.000689365,-0.003293327,0.026506098,0.018278284,0.004218479,0.005571664,0.003260483,0.002702134,0.004275491,0.0114119,-0.001107283,0.00583594,0.020385426,0.012313575
600.993042,-0.003794104,0.000272691,0.009746891,8.39E-05,-0.000617511,-0.003292967,0.026801875,0.01823749,0.004352774,0.005352859,0.003282131,0.00275986,0.004322262,0.011485998,-0.001111931,0.005829013,0.020312669,0.012211112
599.9901733,-0.003627328,0.000351674,0.009839796,0.000286497,-0.000444028,-0.003155245,0.027300909,0.018537225,0.004568302,0.005480769,0.003602462,0.003069169,0.004551063,0.011782622,-0.000869105,0.005921111,0.020694382,0.012065077
598.9869385,-0.003538549,0.000266215,0.010021163,0.000405823,-0.000327438,-0.003146558,0.027454339,0.018733261,0.004713356,0.005822664,0.003372516,0.003087053,0.004497075,0.011945113,-0.000776712,0.006086016,0.020961886,0.01171592
597.9835815,-0.003397874,5.44E-05,0.009858571,0.000516784,-0.000180905,-0.003104718,0.027579933,0.018916408,0.004780404,0.005953835,0.003375699,0.003143578,0.004546172,0.011897114,-0.000757797,0.006256735,0.020881645,0.011070675
597.0170898,-0.003604942,0.00050818,0.009942733,0.000291367,-0.000522685,-0.003187212,0.026678184,0.018488979,0.004362395,0.005687626,0.003656,0.003098316,0.004804327,0.011860241,-0.000514722,0.00634585,0.021063037,0.012678857
596.0131226,-0.003661314,0.000371623,0.009852612,0.000315017,-0.000602363,-0.003226578,0.026881291,0.018562187,0.004270446,0.005898045,0.003594762,0.003226475,0.004737169,0.011914115,-0.000524702,0.006318139,0.021469099,0.013134513
595.0088501,-0.003618856,0.000318696,0.009827802,0.000352347,-0.000583595,-0.003245077,0.027010743,0.018719018,0.004368174,0.005871412,0.003789807,0.003243349,0.004858248,0.011975818,-0.000428771,0.00655467,0.021376502,0.01300321
594.0043945,-0.003477693,0.000620956,0.010062729,0.000453345,-0.000502415,-0.003118545,0.027052727,0.018918058,0.004590407,0.006188329,0.004083337,0.003512604,0.005168532,0.012106785,-0.000251435,0.006790331,0.021830056,0.013316728
592.9996948,-0.003632924,0.000421239,0.009953725,0.000451349,-0.000480437,-0.003173439,0.027506651,0.018928358,0.00473573,0.006101531,0.004162676,0.003513491,0.005263948,0.01241899,-0.000186287,0.006770348,0.022002695,0.013262253
591.9946289,-0.003361298,0.000441217,0.010110286,0.00078578,-0.000206055,-0.003050639,0.027909651,0.019243669,0.004881128,0.006432277,0.004242579,0.00373158,0.005275949,0.012665638,4.04E-05,0.007152549,0.022239016,0.013209146
590.9893799,-0.00341087,0.000353306,0.010144864,0.000549052,-0.000250193,-0.003050999,0.027496861,0.019288156,0.004837987,0.006243001,0.004364147,0.003852248,0.005370812,0.012810649,0.000149414,0.00720671,0.022397781,0.013152736
589.9839478,-0.003448572,0.000557683,0.00999968,0.000612531,-0.000352113,-0.003093152,0.027574444,0.019270511,0.004791868,0.006343381,0.004480519,0.003920992,0.005569593,0.01287432,0.000313929,0.007263142,0.022728141,0.013751651
589.0153809,-0.003507686,0.000386313,0.010082573,0.000586895,-0.000434305,-0.003041591,0.027493414,0.019261204,0.004862882,0.006516777,0.004425075,0.004017833,0.005807081,0.013084009,0.000578859,0.007335509,0.022933366,0.013953318
588.0093994,-0.003419654,0.000762312,0.010191688,0.000681154,-0.000390754,-0.002992593,0.02766294,0.019526931,0.004951213,0.006722709,0.004465611,0.004140096,0.005901194,0.013391445,0.000686832,0.007616824,0.023312857,0.014118227
587.0030518,-0.003404192,0.000598559,0.010194815,0.000677731,-0.000166363,-0.002959069,0.027823756,0.019716859,0.005111482,0.006811156,0.004747088,0.004370292,0.005949767,0.013243918,0.000963742,0.007966787,0.02352877,0.014155212
585.996521,-0.003234748,0.000716363,0.010218984,0.000876062,-0.000219509,-0.002973363,0.02802461,0.019789489,0.005218596,0.006949833,0.004789172,0.004545465,0.006187804,0.0133872,0.001156882,0.008348933,0.023999568,0.014391074
584.9897461,-0.003305709,0.000528343,0.010284715,0.000972718,-0.000236896,-0.002963079,0.028097317,0.019903727,0.005246918,0.007085423,0.004761534,0.004563201,0.006368572,0.013519554,0.001273254,0.008512942,0.024482518,0.014508746
583.982666,-0.003056911,0.000734644,0.010518352,0.001103288,-1.64E-05,-0.002677759,0.02845324,0.020118576,0.005589652,0.007362784,0.00507463,0.004846312,0.006895361,0.013982269,0.001805021,0.008884474,0.025020627,0.015125241
583.0126343,-0.00308539,0.000846804,0.010593146,0.001373661,0.000119402,-0.002680281,0.028496442,0.020385778,0.005758314,0.007686852,0.005305113,0.005127748,0.007081844,0.014407852,0.002179727,0.00921621,0.025624037,0.015445928
582.005127,-0.00319415,0.000680998,0.0103038,0.001042825,-0.000187426,-0.002765839,0.028493401,0.020459333,0.005755113,0.007504534,0.005214168,0.005293557,0.007181971,0.014534307,0.002175616,0.009538303,0.026141346,0.015839495
580.9973145,-0.003072487,0.000911261,0.010614738,0.001347641,1.91E-05,-0.002687433,0.028647142,0.020572174,0.005976588,0.008128646,0.005469444,0.005622325,0.007345803,0.014937202,0.00269867,0.010094601,0.027004158,0.016431348
579.9892578,-0.003121064,0.000874402,0.010592589,0.001314302,0.000180178,-0.002584464,0.028945211,0.0208528,0.006160839,0.008289379,0.005570537,0.006026404,0.007765271,0.015358144,0.003166393,0.010622006,0.027883677,0.016724672
579.0183105,-0.002996604,0.000635162,0.010571317,0.001327076,5.83E-05,-0.002698649,0.029050121,0.021014292,0.006271048,0.008423302,0.005776466,0.006225013,0.008001695,0.015583579,0.003623005,0.011125301,0.028533924,0.017140431
578.0097046,-0.002964365,0.000930925,0.010620945,0.001405109,0.000262485,-0.002516062,0.029142128,0.021350153,0.006513571,0.008745733,0.00620755,0.006626604,0.008631487,0.016001148,0.004094207,0.011813263,0.029545235,0.017831443
577.0008545,-0.00289484,0.000726191,0.010596011,0.001511027,0.000352658,-0.002557959,0.029490542,0.021395836,0.006677203,0.009129835,0.006312124,0.006709774,0.008935601,0.016501362,0.004546695,0.012632644,0.030614844,0.018428855
575.9918823,-0.002930838,0.000767861,0.010566807,0.001607357,0.000324058,-0.002617143,0.029324789,0.021492926,0.00671611,0.009257434,0.006569913,0.007255403,0.009365072,0.016890934,0.00540795,0.013421239,0.031799965,0.019521272
574.9824219,-0.002968427,0.000939849,0.01051676,0.001483597,4.54E-05,-0.002621208,0.029162917,0.021592187,0.006680252,0.009554921,0.006886209,0.007457472,0.009739107,0.017321022,0.006086961,0.014303477,0.033278078,0.020710889
